name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Gammatorquevirus homidi12	3048383	S	1	0	1	0.00000
Gammatorquevirus homidi13	3048384	S	1	0	1	0.00000
Gammatorquevirus homidi15	3048386	S	1	0	1	0.00000
TTV-like mini virus	93678	S	67	0	67	0.00000
Betatorquevirus homini7	3048405	S	30	0	30	0.00000
Betatorquevirus homini3	3048401	S	21	0	21	0.00000
Betatorquevirus homini5	3048403	S	12	0	12	0.00000
Betatorquevirus homini1	3048395	S	10	0	10	0.00000
Betatorquevirus homini10	3048396	S	10	0	10	0.00000
Betatorquevirus homini8	3048406	S	7	0	7	0.00000
Betatorquevirus homini6	3048404	S	7	0	7	0.00000
Betatorquevirus homini4	3048402	S	6	0	6	0.00000
Betatorquevirus homini26	3052013	S	3	0	3	0.00000
Betatorquevirus homini27	3052014	S	3	0	3	0.00000
Betatorquevirus homini2	3048400	S	1	0	1	0.00000
Betatorquevirus homini16	3052004	S	1	0	1	0.00000
Zetatorquevirus aotid1	3048379	S	67	0	67	0.00000
Gyrovirus homsa4	2844805	S	26	0	26	0.00000
Gyrovirus hydho1	2844806	S	4	0	4	0.00000
Gyrovirus fulgla1	2844799	S	3	0	3	0.00000
Gyrovirus galga1	2844800	S	3	0	3	0.00000
Gyrovirus homsa2	2844803	S	2	0	2	0.00000
Gyrovirus homsa3	2844804	S	2	0	2	0.00000
Gyrovirus myferr1	2844807	S	1	0	1	0.00000
Iotatorquevirus suida1a	3048408	S	40	0	40	0.00000
Xitorquevirus didel1	3052829	S	35	0	35	0.00000
Etatorquevirus felid4	3052198	S	13	0	13	0.00000
Etatorquevirus viver3	3052200	S	9	0	9	0.00000
Etatorquevirus felid3	3052197	S	5	0	5	0.00000
Etatorquevirus felid2	3052196	S	3	0	3	0.00000
Etatorquevirus felid5	3052199	S	2	0	2	0.00000
Wawtorquevirus crice1	3052820	S	5	0	5	0.00000
Wawtorquevirus crice2	3052821	S	5	0	5	0.00000
Wawtorquevirus culic2	3052823	S	5	0	5	0.00000
Tettorquevirus felid6	3052775	S	15	0	15	0.00000
Sigmatorquevirus otari3	3052752	S	8	0	8	0.00000
Sigmatorquevirus otari2	3052751	S	4	0	4	0.00000
Lambdatorquevirus phoci5	3052274	S	7	0	7	0.00000
Lambdatorquevirus phoci2	3052272	S	4	0	4	0.00000
Mutorquevirus equid2	2956207	S	8	0	8	0.00000
Mutorquevirus equid1	3052350	S	2	0	2	0.00000
Deltatorquevirus tupai1	3048412	S	9	0	9	0.00000
Aleptorquevirus culic1	3051411	S	6	0	6	0.00000
Aleptorquevirus lepor1	3051412	S	2	0	2	0.00000
Rhotorquevirus murid1	3052734	S	5	0	5	0.00000
Nutorquevirus phoci4	3052363	S	4	0	4	0.00000
Chitorquevirus indri1	3052116	S	4	0	4	0.00000
Omegatorquevirus hominid1	3052366	S	4	0	4	0.00000
Petorquevirus ixodi1	3431609	S	4	0	4	0.00000
Kappatorquevirus suidak2a	3048409	S	3	0	3	0.00000
Epsilontorquevirus calli1	3048411	S	2	0	2	0.00000
Microviridae Fen7895_21	1655660	S	5595	0	5595	0.00004
Microviridae Fen7786_21	1655658	S	302	0	302	0.00000
Microviridae Fen4707_41	1655654	S	285	0	285	0.00000
Microviridae phi-CA82	913970	S	69	0	69	0.00000
Alces alces faeces associated microvirus MP11 5517	2219134	S	69	0	69	0.00000
Chimpanzee faeces associated microphage 2	1676182	S	67	0	67	0.00000
Parabacteroides phage YZ-2015b	1655645	S	55	0	55	0.00000
Alces alces faeces associated microvirus MP10 5560	2219133	S	39	0	39	0.00000
Microviridae Fen7918_21	1655661	S	38	0	38	0.00000
Alces alces faeces associated microvirus MP12 5423	2219135	S	22	0	22	0.00000
Eel River basin pequenovirus	1609634	S	20	0	20	0.00000
Alces alces faeces associated microvirus MP3 6497	2219139	S	15	0	15	0.00000
Alces alces faeces associated microvirus MP15 5067	2219136	S	13	0	13	0.00000
Microviridae Bog1249_12	1655647	S	10	0	10	0.00000
Alces alces faeces associated microvirus MP21 4718	2219138	S	9	0	9	0.00000
Chimpanzee faeces associated microphage 1	1676181	S	9	0	9	0.00000
Microviridae Fen2266_11	1655652	S	8	0	8	0.00000
Lynx canadensis associated microvirus CLP 9413	2219141	S	5	0	5	0.00000
Parabacteroides phage YZ-2015a	1655644	S	5	0	5	0.00000
Microviridae IME-16	1544364	S	4	0	4	0.00000
Chimpanzee faeces associated microphage 3	1676183	S	4	0	4	0.00000
Alces alces faeces associated microvirus MP18 4940	2219137	S	3	0	3	0.00000
Microviridae Bog9017_22	1655651	S	3	0	3	0.00000
Microviridae Fen7940_21	1655662	S	2	0	2	0.00000
Microviridae Fen418_41	1655653	S	2	0	2	0.00000
Microviridae Fen685_11	1655657	S	1	0	1	0.00000
Lepus americanus faeces associated microvirus SHP1 6472	2219217	S	1	0	1	0.00000
Marine gokushovirus	1385658	S	221	0	221	0.00000
Gokushovirinae Fen7875_21	1655659	S	123	0	123	0.00000
Gokushovirinae Bog1183_53	1655646	S	44	0	44	0.00000
Gokushovirinae GAIR4	1701404	S	40	0	40	0.00000
Gokushovirinae Bog8989_22	1655650	S	9	0	9	0.00000
Gokushovirinae GNX3R	1701405	S	7	0	7	0.00000
Gokushovirinae Fen672_31	1655656	S	3	0	3	0.00000
Gokushovirinae Bog5712_52	1655649	S	1	0	1	0.00000
Enterogokushovirus EC6098	2844152	S	49	0	49	0.00000
Spiromicrovirus SpV4	10855	S	23	0	23	0.00000
Chlamydiamicrovirus Chp1	2003327	S	7	0	7	0.00000
Chlamydia phage 4	313629	S	4	0	4	0.00000
Chlamydiamicrovirus CPG1	2003329	S	4	1	5	0.00000
Bdellomicrovirus MH2K	1986027	S	15	0	15	0.00000
Sinsheimervirus phiX174	10847	S	228	0	228	0.00000
Gequatrovirus G4	1986034	S	48	0	48	0.00000
Gequatrovirus ID52	1910968	S	24	0	24	0.00000
Gequatrovirus talmos	1910969	S	16	0	16	0.00000
Alphatrevirus phiK	10848	S	5	0	5	0.00000
Enterobacteria phage WA13	489828	S	3	19	22	0.00000
Alphatrevirus ID62	1945588	S	7	0	7	0.00000
Alphatrevirus NC35	1945583	S	5	1	6	0.00000
Alphatrevirus alpha3	1945589	S	5	0	5	0.00000
Alphatrevirus NC28	1945585	S	3	0	3	0.00000
Alphatrevirus St1	1985284	S	3	0	3	0.00000
Alphatrevirus ID21	1945584	S	2	0	2	0.00000
Alphatrevirus NC29	1945586	S	2	0	2	0.00000
Infulavirus If1	1977411	S	1819	0	1819	0.00001
Versovirus VALG6	2956642	S	303	6	309	0.00000
Versovirus Vipa36	3433194	S	71	30	101	0.00000
Versovirus VfO3K6	2011076	S	13	0	13	0.00000
Primolicivirus Pf8	2956337	S	150	4	154	0.00000
Primolicivirus Pf1	2011081	S	45	2	47	0.00000
Lineavirus I22	10869	S	76	7	83	0.00000
Lineavirus pear	2956124	S	36	0	36	0.00000
Lineavirus IKe	1977304	S	30	0	30	0.00000
Xylivirus Xf109	2560843	S	75	0	75	0.00000
Xylivirus XacF13	2956704	S	29	0	29	0.00000
Ralstonia phage 1 NP-2014	1460070	S	66	0	66	0.00000
Ralstonia phage RSS30	1352227	S	31	58261	58292	0.00037
Lophivirus Cf2	2956127	S	36	0	36	0.00000
Lophivirus LfUK	2956129	S	19	2	21	0.00000
Lophivirus Xv2	2956130	S	15	2	17	0.00000
Lophivirus Lf2	2956128	S	9	0	9	0.00000
Vasivirus VAI	2956633	S	80	0	80	0.00000
Habenivirus RS551	2734293	S	24	0	24	0.00000
Habenivirus RSM3	1977298	S	13	18	31	0.00000
Habenivirus RS603	1977299	S	7	2	9	0.00000
Habenivirus RSM1	1977297	S	2	3	5	0.00000
Fibrovirus fs1	70203	S	23	38	61	0.00000
Fibrovirus VP24	3428763	S	8	5	13	0.00000
Staminivirus SMA9	2011080	S	51	0	51	0.00000
Inovirus M13	1977402	S	44	0	44	0.00000
Porrectionivirus p12J	2956327	S	41	0	41	0.00000
uncultured phage WW-nAnB	1074044	S	24	0	24	0.00000
Uncultured phage WW-nAnB strain 2	1449896	S	3	0	3	0.00000
Uncultured phage WW-nAnB strain 3	1449897	S	3	0	3	0.00000
Scuticavirus SMA6	2011078	S	28	0	28	0.00000
Subteminivirus SMA7	2011079	S	24	0	24	0.00000
Coriovirus Cf1c	10862	S	22	0	22	0.00000
Tertilicivirus Pf3	2011082	S	20	0	20	0.00000
Capistrivirus KSF1	2011077	S	18	14	32	0.00000
Psecadovirus PSH1	2011088	S	17	0	17	0.00000
Affertcholeramvirus CTXphi	141904	S	7	4	11	0.00000
Affertcholeramvirus preCTX1	2955230	S	5	1	6	0.00000
Siphunculivirus SHP2	2956455	S	13	0	13	0.00000
Restivirus RSS1	2011075	S	6	0	6	0.00000
Restivirus RSBg	2956363	S	1	10	11	0.00000
Villovirus Vf33	127509	S	2	3	5	0.00000
Villovirus VALG8	2956646	S	2	3	5	0.00000
Vicialiavirus VCY	2011073	S	8	0	8	0.00000
Saetivirus VFJ	1977307	S	4	0	4	0.00000
Saetivirus fs2	1977306	S	1	0	1	0.00000
Parhipatevirus PE226	2011083	S	3	0	3	0.00000
Bifilivirus B5	1977412	S	92	0	92	0.00000
Thomixvirus OH3	2560804	S	88	0	88	0.00000
Vespertiliovirus R8A2B	1977410	S	42	30	72	0.00000
Vespertiliovirus SkV1CR23x	455649	S	4	1	5	0.00000
Vespertiliovirus C74	1977408	S	1	0	1	0.00000
Virgulavirus SVGII3	2956652	S	21	0	21	0.00000
Suturavirus SVTS2	2011074	S	13	0	13	0.00000
Plectrovirus L51	2170098	S	5	0	5	0.00000
Betapleolipovirus integrationis	3427285	S	221	0	221	0.00000
Betapleolipovirus flexibile	3427283	S	85	0	85	0.00000
Betapleolipovirus halogeometrici	3427284	S	43	0	43	0.00000
Betapleolipovirus rosense	3427289	S	42	26	68	0.00000
Betapleolipovirus kalvoae	3427287	S	31	0	31	0.00000
Betapleolipovirus retbaense	3427288	S	14	7	21	0.00000
Betapleolipovirus italiense	3427286	S	5	9	14	0.00000
Betapleolipovirus thailandense	3427291	S	2	9	11	0.00000
Betapleolipovirus senegalense	3427290	S	1	0	1	0.00000
Alphapleolipovirus samutsakhonense	2747321	S	46	0	46	0.00000
Alphapleolipovirus thailandense	2747320	S	28	0	28	0.00000
Alphapleolipovirus huluense	2747318	S	18	0	18	0.00000
Alphapleolipovirus finnoniense	2747319	S	17	0	17	0.00000
Alphapleolipovirus italiense	2747317	S	14	0	14	0.00000
Gammapleolipovirus australiense	3428945	S	38	0	38	0.00000
Gammapleolipovirus hardyense	3428946	S	28	0	28	0.00000
Biavirus raunefjordenense	3059777	S	291046	0	291046	0.00185
Kratosvirus quantuckense	3060070	S	2276	0	2276	0.00001
Mimivirus bradfordmassiliense	3047343	S	65633	27794	93427	0.00060
Mimivirus terra2	1128151	S	2329	4925	7254	0.00005
Tupanvirus salinum	3060758	S	17845	567	18412	0.00012
Tupanvirus altamarinense	3060757	S	10569	297	10866	0.00007
Moumouvirus goulettemassiliense	3080760	S	9167	674	9841	0.00006
Moumouvirus australiense	3080759	S	6937	761	7698	0.00005
Moumouvirus moumou	1128137	S	4942	1576	6518	0.00004
Megavirus chilense	3060301	S	11121	1186	12307	0.00008
Megavirus powaiense	3060302	S	6487	579	7066	0.00005
Cotonvirus japonicum	3059904	S	13989	461	14450	0.00009
Fadolivirus algeromassiliense	3060017	S	15008	0	15008	0.00010
Theiavirus salishense	3060737	S	10074	0	10074	0.00006
Rheavirus sinusmexicani	3047716	S	3437	0	3437	0.00002
Yellowstone lake mimivirus	1586712	S	360	0	360	0.00000
Oceanusvirus kaneohense	3060432	S	4686	0	4686	0.00003
Heliosvirus raunefjordenense	3060030	S	783	0	783	0.00000
Tokyovirus A1	1826170	S	293810	0	293810	0.00187
Golden Marseillevirus	1720526	S	5140	0	5140	0.00003
Brazilian marseillevirus	1813599	S	1184	7	1191	0.00001
Noumeavirus	1955558	S	926	20	946	0.00001
Marseillevirus sp. 'Melbournevirus'	1560514	S	491	516	1007	0.00001
Marseillevirus massiliense	3430670	S	429	450	879	0.00001
Losannavirus tunisense	1255301	S	3097	215	3312	0.00002
Losannavirus lausannense	3430494	S	1107	38	1145	0.00001
Decapodiridovirus litopenaeus1	3428192	S	19983	0	19983	0.00013
Chloriridovirus simulium1	3427924	S	7289	41	7330	0.00005
Chloriridovirus wiseana1	3427926	S	864	71	935	0.00001
Chloriridovirus anopheles1	1465751	S	796	0	796	0.00001
Chloriridovirus aedes1	3427923	S	722	0	722	0.00000
Chloriridovirus simulium2	3427925	S	307	39	346	0.00000
Daphniairidovirus daphnia1	3428186	S	5698	0	5698	0.00004
Iridovirus armadillidium1	3429984	S	3825	0	3825	0.00002
Iridovirus chilo1	3429985	S	1021	0	1021	0.00001
Lymphocystivirus micropogonias1	3430558	S	1209	0	1209	0.00001
Lymphocystis disease virus Sa	1898060	S	1201	0	1201	0.00001
Lymphocystivirus paralichthys1	3430559	S	789	11	800	0.00001
Lymphocystivirus platichthys1	3430560	S	463	0	463	0.00000
Ranavirus epinephelus1	3432134	S	955	0	955	0.00001
Ranavirus perca1	3432137	S	256	477	733	0.00000
Short-finned eel ranavirus	638660	S	167	19	186	0.00000
Ranavirus alytes1	3432133	S	163	393	556	0.00000
Ranavirus ambystoma1	265294	S	152	59	211	0.00000
Ranavirus rana1	3391521	S	130	149	279	0.00000
Ranavirus gadus1	3432135	S	76	207	283	0.00000
Ranavirus micropterus1	3432136	S	1	0	1	0.00000
Megalocytivirus pagrus1	3430774	S	856	0	856	0.00001
Megalocytivirus lates1	3430773	S	374	0	374	0.00000
Trichoplusia ni ascovirus 2c	328615	S	2916	0	2916	0.00002
Ascovirus hvav3a	3444724	S	2859	12461	15320	0.00010
Ascovirus sfav1a	3048333	S	374	0	374	0.00000
Toursvirus dptv1a	3047794	S	449	0	449	0.00000
Alphaorpheovirus massiliense	3426221	S	7981	0	7981	0.00005
Ostreococcus lucimarinus virus 1	880162	S	2711	493	3204	0.00002
Dishui lake phycodnavirus 1	2079134	S	1594	0	1594	0.00001
Micromonas pusilla virus 12T	755272	S	1365	0	1365	0.00001
Bathycoccus sp. RCC1105 virus BpV	933845	S	985	0	985	0.00001
Yellowstone lake phycodnavirus 3	1586715	S	725	0	725	0.00000
Yellowstone lake phycodnavirus 2	1586714	S	685	0	685	0.00000
Yellowstone lake phycodnavirus 1	1586713	S	653	0	653	0.00000
Micromonas sp. RCC1109 virus MpV1	880161	S	623	0	623	0.00000
Ostreococcus lucimarinus virus 2	1663208	S	546	185	731	0.00000
Ostreococcus tauri virus 1	642926	S	188	156	344	0.00000
Ostreococcus lucimarinus virus OlV5	754064	S	157	190	347	0.00000
Ostreococcus lucimarinus virus 7	1663209	S	144	43	187	0.00000
Ostreococcus mediterraneus virus 1	1663210	S	107	171	278	0.00000
Ostreococcus tauri virus 2	696472	S	39	51	90	0.00000
Prasinovirus micromonas	3241176	S	1402	0	1402	0.00001
Prasinovirus ostreotauri	3241177	S	102	246	348	0.00000
Chlorovirus conductrix	3427928	S	2862	0	2862	0.00002
Only Syngen Nebraska virus 5	1917232	S	1508	0	1508	0.00001
Paramecium bursaria Chlorella virus AR158	380598	S	884	838	1722	0.00001
Chlorovirus vanettense	3427931	S	1259	42	1301	0.00001
Chlorovirus americanus	3427927	S	1090	928	2018	0.00001
Chlorovirus heliozoae	322019	S	1021	0	1021	0.00001
Phaeocystis globosa virus	251749	S	4319	0	4319	0.00003
Chrysochromulina parva virus	2565304	S	3839	2	3841	0.00002
Chrysochromulina ericina virus	455364	S	7800	63	7863	0.00005
Coccolithovirus huxleyi	3428026	S	2245	0	2245	0.00001
Phaeovirus unasiliculosus	3431618	S	921	224	1145	0.00001
Phaeovirus feldmanniae	3431616	S	499	0	499	0.00000
Raphidovirus japonicum	3432138	S	845	0	845	0.00001
Orthopoxvirus volepox	3431488	S	1968	22	1990	0.00001
Orthopoxvirus raccoonpox	3431484	S	1379	616	1995	0.00001
Orthopoxvirus variola	3431487	S	689	261	950	0.00001
Orthopoxvirus abatinomacacapox	2734574	S	379	222	601	0.00000
Orthopoxvirus monkeypox	3431483	S	349	125	474	0.00000
Orthopoxvirus ectromelia	3431482	S	334	192	526	0.00000
Orthopoxvirus akhmetapox	2200830	S	300	39	339	0.00000
Orthopoxvirus vaccinia	10245	S	290	194	484	0.00000
Orthopoxvirus skunkpox	3431485	S	253	44	297	0.00000
Orthopoxvirus cowpox	3431481	S	157	65	222	0.00000
Orthopoxvirus taterapox	3431486	S	99	157	256	0.00000
Orthopoxvirus camelpox	3431480	S	39	34	73	0.00000
Avipoxvirus canarypox	3426548	S	1648	0	1648	0.00001
Avipoxvirus fowlpox	3426550	S	779	7	786	0.00001
Flamingopox virus FGPVKD09	2059380	S	769	702	1471	0.00001
Avipoxvirus pigeonpox	3426552	S	738	590	1328	0.00001
Avipoxvirus turkeypox	3426554	S	654	0	654	0.00000
Avipoxvirus penguinpox	3426551	S	419	363	782	0.00000
Crocodylidpoxvirus nilecrocodilepox	3428121	S	5200	0	5200	0.00003
Oryzopoxvirus cotia	3431515	S	3562	119	3681	0.00002
BeAn 58058 virus	67082	S	438	10	448	0.00000
Parapoxvirus orf	3431389	S	2120	167	2287	0.00001
Parapoxvirus bovinestomatitis	3431388	S	472	4	476	0.00000
Parapoxvirus sealpox	3431392	S	451	0	451	0.00000
Parapoxvirus reddeerpox	3431391	S	412	0	412	0.00000
Parapoxvirus pseudocowpox	3431390	S	345	42	387	0.00000
Centapoxvirus yokapox	3427843	S	1136	0	1136	0.00001
Centapoxvirus microtuspox	3427842	S	600	350	950	0.00001
NY_014 poxvirus	2025360	S	496	616	1112	0.00001
Cervidpoxvirus muledeerpox	3427847	S	2483	16	2499	0.00002
Pteropopoxvirus pteropox	3432027	S	2232	0	2232	0.00001
Suipoxvirus swinepox	3432644	S	1900	0	1900	0.00001
Leporipoxvirus shope	3430368	S	1004	141	1145	0.00001
Leporipoxvirus myxoma	3430367	S	471	143	614	0.00000
Sciuripoxvirus squirrelpox	3432296	S	1527	0	1527	0.00001
Yatapoxvirus tanapox	3433538	S	900	0	900	0.00001
Yatapoxvirus yabapox	3433539	S	238	0	238	0.00000
Capripoxvirus sheeppox	3427719	S	143	191	334	0.00000
Capripoxvirus goatpox	3427717	S	125	213	338	0.00000
Capripoxvirus lumpyskinpox	3427718	S	82	199	281	0.00000
Vespertilionpoxvirus eptesipox	3433200	S	925	0	925	0.00001
Salmonpoxvirus gillpox	3432242	S	785	0	785	0.00000
Mustelpoxvirus seaotterpox	3430970	S	745	0	745	0.00000
Macropopoxvirus mgiganteuspox	3430577	S	242	146	388	0.00000
Macropopoxvirus mfuliginosuspox	3430576	S	218	128	346	0.00000
Squirrelpox virus Berlin_2015	2029293	S	557	0	557	0.00000
Molluscipoxvirus molluscum	3430922	S	543	0	543	0.00000
Betaentomopoxvirus mseparata	3427230	S	1738	0	1738	0.00001
Betaentomopoxvirus ahonmai	1993630	S	1266	4	1270	0.00001
Betaentomopoxvirus cbiennis	3427227	S	1094	442	1536	0.00001
Betaentomopoxvirus amoorei	28321	S	702	645	1347	0.00001
Betaentomopoxvirus crosaceana	3427229	S	323	147	470	0.00000
Epsilonentomopoxvirus dlongicaudata	3428560	S	2474	0	2474	0.00002
Deltaentomopoxvirus msanguinipes	3428200	S	1358	35	1393	0.00001
Alphaentomopoxvirus acuprea	62099	S	775	0	775	0.00000
Linepithema humile entomopoxvirus 1	2259792	S	262	0	262	0.00000
Asfivirus haemorrhagiae	3426474	S	10422	0	10422	0.00007
Yaravirus brasiliense	2956705	S	637	0	637	0.00000
Mastadenovirus flavi	3241427	S	4436	0	4436	0.00003
Mastadenovirus cynocephali	3241417	S	1177	0	1177	0.00001
Mastadenovirus equi	3241423	S	871	0	871	0.00001
Mastadenovirus simiavigesimum	3241448	S	675	0	675	0.00000
Guinea pig adenovirus	47901	S	494	0	494	0.00000
Eidolon helvum adenovirus	2039267	S	90	0	90	0.00000
Rousettus aegyptiacus adenovirus	1967296	S	48	0	48	0.00000
Mastadenovirus porcustertium	3241441	S	549	0	549	0.00000
Mastadenovirus rhinolopidae	3241444	S	509	0	509	0.00000
Mastadenovirus dominans	3241420	S	506	0	506	0.00000
Mastadenovirus blackbeardi	3241406	S	245	4	249	0.00000
Mastadenovirus ovisoctavum	3241436	S	228	37	265	0.00000
Mastadenovirus delphini	3241418	S	217	0	217	0.00000
Mastadenovirus rhesi	3241443	S	209	0	209	0.00000
Mastadenovirus longumcaudae	3241429	S	208	0	208	0.00000
Mastadenovirus simiae	3241447	S	201	0	201	0.00000
Mastadenovirus macacae	3241430	S	194	38	232	0.00000
Mastadenovirus chlorocebi	3241415	S	191	0	191	0.00000
Mastadenovirus bostertium	3241409	S	168	0	168	0.00000
Mastadenovirus otariidae	3241435	S	168	0	168	0.00000
Mastadenovirus sciuri	3241446	S	167	0	167	0.00000
Mastadenovirus muris	3241433	S	161	0	161	0.00000
Mastadenovirus canidae	3241412	S	160	0	160	0.00000
Mastadenovirus pteropodidae	3241442	S	157	0	157	0.00000
Mastadenovirus adami	3241402	S	132	0	132	0.00000
Mastadenovirus faecale	3241426	S	130	0	130	0.00000
Mastadenovirus caesari	3241411	S	121	0	121	0.00000
Mastadenovirus encephalomyelitidis	3241422	S	112	0	112	0.00000
Mastadenovirus musauriti	3241434	S	110	0	110	0.00000
Mastadenovirus alienum	3241404	S	109	0	109	0.00000
Mastadenovirus porcusquartum	3241439	S	104	0	104	0.00000
Mastadenovirus miniopteridae	3241432	S	102	0	102	0.00000
Mastadenovirus russelli	3241445	S	87	0	87	0.00000
Mastadenovirus asiensse	3241405	S	87	0	87	0.00000
Mastadenovirus equidae	3241424	S	85	0	85	0.00000
Mastadenovirus tupaiae	3241451	S	76	0	76	0.00000
Mastadenovirus exoticum	3241425	S	72	2	74	0.00000
Mastadenovirus magnauris	3241431	S	70	0	70	0.00000
Mastadenovirus simuli	3241449	S	61	0	61	0.00000
Mastadenovirus pipistrelli	3241438	S	60	0	60	0.00000
Mastadenovirus bovidae	3241410	S	60	0	60	0.00000
Mastadenovirus trianonense	3241450	S	50	0	50	0.00000
Mastadenovirus ursi	3241452	S	43	0	43	0.00000
Mastadenovirus bosprimum	3241408	S	41	0	41	0.00000
Mastadenovirus ovisprimum	3241437	S	38	0	38	0.00000
Mastadenovirus porcusquintum	3241440	S	36	0	36	0.00000
Mastadenovirus cervi	3241414	S	35	0	35	0.00000
Mastadenovirus cordis	3241416	S	32	0	32	0.00000
Mastadenovirus humile	3241428	S	25	0	25	0.00000
Mastadenovirus bosdecimum	3241407	S	1	0	1	0.00000
Aviadenovirus hydropericardii	3250174	S	6737	0	6737	0.00004
Aviadenovirus gallinae	3426525	S	2574	7	2581	0.00002
Aviadenovirus gallopavoprimum	3426526	S	1284	0	1284	0.00001
Aviadenovirus quintum	3426535	S	708	0	708	0.00000
Aviadenovirus leucophthalmi	2955388	S	214	0	214	0.00000
Aviadenovirus columbae	3426522	S	175	0	175	0.00000
Aviadenovirus hepatitidis	3426530	S	158	0	158	0.00000
Aviadenovirus rubri	3426537	S	147	0	147	0.00000
Aviadenovirus senegalense	3426538	S	137	0	137	0.00000
Aviadenovirus anseris	3426518	S	113	0	113	0.00000
Aviadenovirus ventriculi	3426541	S	111	0	111	0.00000
Aviadenovirus anatis	3426517	S	110	0	110	0.00000
Aviadenovirus gallopavoquartum	3426527	S	91	0	91	0.00000
Aviadenovirus gallopavoquintum	3426528	S	80	0	80	0.00000
Aviadenovirus columbidae	3426523	S	49	0	49	0.00000
Siadenovirus gallopavotertii	3241306	S	345	0	345	0.00000
Siadenovirus spheniscidae	3241311	S	231	0	231	0.00000
Siadenovirus viridis	3241313	S	158	0	158	0.00000
Siadenovirus sanguineae	3241310	S	150	0	150	0.00000
Siadenovirus stercorariidae	3241312	S	116	0	116	0.00000
Siadenovirus ranae	3241308	S	81	0	81	0.00000
Siadenovirus raptoris	3241309	S	54	0	54	0.00000
Siadenovirus paridae	3241307	S	33	0	33	0.00000
Barthadenovirus draconis	3426631	S	481	0	481	0.00000
Barthadenovirus galloanserae	3426632	S	148	0	148	0.00000
Barthadenovirus bosquartum	3426626	S	76	0	76	0.00000
Barthadenovirus bossextum	3426628	S	48	0	48	0.00000
Barthadenovirus amazonae	3426625	S	40	0	40	0.00000
Barthadenovirus lacertae	3426635	S	37	0	37	0.00000
Barthadenovirus cervi	3426630	S	36	0	36	0.00000
Barthadenovirus ovis	3426638	S	27	0	27	0.00000
Barthadenovirus serpentis	3426640	S	25	0	25	0.00000
Testadenovirus trachemysis	3432785	S	230	0	230	0.00000
Ichtadenovirus acipenseris	3429893	S	127	0	127	0.00000
Yellowstone Lake virophage 6	1557034	S	2883	0	2883	0.00002
Yellowstone Lake virophage 7	1557035	S	701	0	701	0.00000
Mavirus cafeteriae	3430740	S	117	0	117	0.00000
Burquivirus flavolapense	3427658	S	421	0	421	0.00000
Sputnikvirus zamilonense	3432579	S	226	0	226	0.00000
Sputnikvirus mimiviri	3432578	S	35	0	35	0.00000
Tetrivirus crimaeaense	3432789	S	138	0	138	0.00000
Alphadintovirus mayetiola	2843674	S	39	0	39	0.00000
Betadintovirus terrapene	2843840	S	37	0	37	0.00000
Betatectivirus sato	2955490	S	415	22	437	0.00000
Betatectivirus Wip1	2169760	S	109	0	109	0.00000
Betatectivirus AP50	513550	S	100	0	100	0.00000
Betatectivirus sole	2955491	S	25	1	26	0.00000
Betatectivirus GIL16	2169759	S	11	0	11	0.00000
Betatectivirus Bam35	341938	S	8	0	8	0.00000
Epsilontectivirus toil	2846063	S	117	0	117	0.00000
Deltatectivirus wheeheim	2846406	S	69	3	72	0.00000
Deltatectivirus forthebois	2846397	S	24	1	25	0.00000
Alphatectivirus PRD1	2169700	S	46	10	56	0.00000
Alphatectivirus PR4	2169699	S	25	5	30	0.00000
Gammatectivirus GC1	2560482	S	37	0	37	0.00000
Preplasmiviricota sp. Gezel-14T	1335638	S	584	0	584	0.00000
Homochaacvirus californiense	3060035	S	775	0	775	0.00000
Homochaacvirus pescaderoense	3060036	S	158	0	158	0.00000
Antichaacvirus pescaderoense	3059731	S	76	0	76	0.00000
Livvievirus viph1249a	2845523	S	558	0	558	0.00000
Ameliavirus viph1008o	3426338	S	183	0	183	0.00000
Paulavirus viph1080o	2845772	S	62	0	62	0.00000
